,dataset,ssim_norm,ssim
69,ShanghaiTech_part_A,0.9230483770370483,0.8598775863647461
70,ShanghaiTech_part_A,0.7416767477989197,0.7428207397460938
71,ShanghaiTech_part_A,0.9000349044799805,0.8675179481506348
72,ShanghaiTech_part_A,0.5712832808494568,0.4203111231327057
73,ShanghaiTech_part_A,0.5238757133483887,0.23784273862838745
74,ShanghaiTech_part_A,0.7085157632827759,0.6161511540412903
75,ShanghaiTech_part_A,0.4106651544570923,0.29530152678489685
76,ShanghaiTech_part_A,0.8960017561912537,0.8930469155311584
77,ShanghaiTech_part_A,0.8905493021011353,0.8715639114379883
78,ShanghaiTech_part_A,0.9268779158592224,0.926119863986969
79,ShanghaiTech_part_A,0.8977142572402954,0.8902418613433838
80,ShanghaiTech_part_A,0.5267946720123291,0.4612094461917877
81,ShanghaiTech_part_A,0.4927220642566681,0.5175174474716187
82,ShanghaiTech_part_A,0.8623772859573364,0.8641914129257202
83,ShanghaiTech_part_A,0.4485938251018524,0.3938121795654297
84,ShanghaiTech_part_A,0.9027342796325684,0.7192873358726501
85,ShanghaiTech_part_A,0.726843535900116,0.712905764579773
86,ShanghaiTech_part_A,0.5490718483924866,0.4962133467197418
87,ShanghaiTech_part_A,0.3147832453250885,0.1396690011024475
88,ShanghaiTech_part_A,0.4858112335205078,0.4196373224258423
89,ShanghaiTech_part_A,0.5799070596694946,0.5849149823188782
90,ShanghaiTech_part_A,0.8507330417633057,0.6866565942764282
91,ShanghaiTech_part_A,0.6664362549781799,0.5120366215705872
92,ShanghaiTech_part_A,0.8022347092628479,0.7399330735206604
93,ShanghaiTech_part_A,0.8891517519950867,0.8630009889602661
94,ShanghaiTech_part_A,0.8748488426208496,0.8384518027305603
95,ShanghaiTech_part_A,0.6531535983085632,0.17077386379241943
96,ShanghaiTech_part_A,0.8747134208679199,0.8489402532577515
97,ShanghaiTech_part_A,0.603185772895813,0.5927869081497192
98,ShanghaiTech_part_A,0.488103449344635,0.46194931864738464
99,ShanghaiTech_part_A,0.7789449691772461,0.774274468421936
100,ShanghaiTech_part_A,0.49651646614074707,0.44145017862319946
101,ShanghaiTech_part_A,0.532931387424469,0.3773568570613861
102,ShanghaiTech_part_A,0.30493566393852234,0.07874462753534317
103,ShanghaiTech_part_A,0.5102657675743103,0.37462809681892395
104,ShanghaiTech_part_A,0.8699465990066528,0.8950568437576294
105,ShanghaiTech_part_A,0.6719551086425781,0.33253002166748047
106,ShanghaiTech_part_A,0.34603196382522583,0.23408102989196777
107,ShanghaiTech_part_A,0.4992270767688751,0.4064052104949951
108,ShanghaiTech_part_A,0.812341034412384,0.8020962476730347
109,ShanghaiTech_part_A,0.4421643316745758,0.6092489361763
110,ShanghaiTech_part_A,0.41508764028549194,0.20168064534664154
111,ShanghaiTech_part_A,0.7773982286453247,0.8240646123886108
112,ShanghaiTech_part_A,0.8697143793106079,0.8610572218894958
113,ShanghaiTech_part_A,0.8953766226768494,0.8766478300094604
114,ShanghaiTech_part_A,0.9136255383491516,0.9146721363067627
115,ShanghaiTech_part_A,0.771565854549408,0.5064995884895325
116,ShanghaiTech_part_A,0.7250639200210571,0.570223331451416
117,ShanghaiTech_part_A,0.7824670076370239,0.7849893569946289
118,ShanghaiTech_part_A,0.5844072699546814,0.518395721912384
119,ShanghaiTech_part_A,0.7812910079956055,0.7868227362632751
120,ShanghaiTech_part_A,0.3355685770511627,0.1344291865825653
121,ShanghaiTech_part_A,0.6610405445098877,0.6615386009216309
122,ShanghaiTech_part_A,0.8230461478233337,0.5844734311103821
123,ShanghaiTech_part_A,0.8818621039390564,0.8657259941101074
124,ShanghaiTech_part_A,0.6044445037841797,0.3412778675556183
125,ShanghaiTech_part_A,0.3322538137435913,0.13263222575187683
126,ShanghaiTech_part_A,0.5443812608718872,0.3451441824436188
127,ShanghaiTech_part_A,0.8617957234382629,0.852824866771698
128,ShanghaiTech_part_A,0.5038592219352722,0.48615068197250366
